category,subcategory,id,name,ingredients,option1,price1,option2,price2,tags,notes,isOnSale,salePrice,isChefsChoice
Beverages,Drinks,be_dr-cokeZero,Coke Zero,null,null,$2.50,null,null,null,null,FALSE,$0,FALSE
Beverages,Drinks,be_dr-spri,Sprite,null,null,$2.50,null,null,null,null,FALSE,$0,FALSE
Beverages,Drinks,be_dr-canaDry,Canada Dry,null,null,$2.50,null,null,null,null,FALSE,$0,FALSE
Beverages,Alcohol,be_al-asah350,Asahi,null,null,$6.50,null,null,null,null,FALSE,$0,FALSE
Beverages,Alcohol,be_al-asa500,Asahi,null,350mL,$8.50,null,null,null,null,FALSE,$0,FALSE
Beverages,Alcohol,be_al-sapp350,Sapporo,null,500mL,$6.50,null,null,null,null,FALSE,$0,FALSE
Beverages,Alcohol,be_al-sapp500,,null,350mL,$8.50,null,null,null,null,FALSE,$0,FALSE
Beverages,Alcohol,be_al-coro,Corona,null,500mL,$6.50,null,null,null,null,FALSE,$0,FALSE
Beverages,Alcohol,be_al-mols,Molson,null,350mL,$6.00,null,null,null,null,FALSE,$0,FALSE
Beverages,Alcohol,be_al-hotSakeS,Hot Sake,null,350mL,$6.50,null,null,null,null,FALSE,$0,FALSE
Beverages,Alcohol,be_al-hotSakeL,,null,Small,$18.00,null,null,null,null,FALSE,$0,FALSE
Beverages,Alcohol,be_al-coldSake,Cold Sake,null,Large,$17.00,null,null,null,null,FALSE,$0,FALSE
Beverages,Alcohol,be_al-whitWineS,White Wine,null,null,$8.00,null,null,null,null,FALSE,$0,FALSE
Beverages,Alcohol,be_al-whitWineL,,null,6oz,$25.00,null,null,null,null,FALSE,$0,FALSE
Beverages,Alcohol,be_al-redWineS,Red Wine,null,Bottle,$8.00,null,null,null,null,FALSE,$0,FALSE
Beverages,Alcohol,be_al-redWineL,,null,6oz,$25.00,null,null,null,null,FALSE,$0,FALSE
Beverages,Alcohol,be_al-soju,Soju,null,Bottle,$22.00,null,null,null,null,FALSE,$0,FALSE
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,null,,,,,,,,
